Datetime,Open,High,Low,Close,Volume
2026-08-05 09:00:00-04:00,775.8499755859375,776.8499755859375,774.3900146484375,776.70361328125,7267270
2026-08-05 10:00:00-04:00,776.6699829101562,776.7000122070312,772.5700073242188,773.469970703125,6483468
2026-08-05 11:00:00-04:00,773.4600219726562,773.9500122070312,770.3300170898438,770.64501953125,5175698
2026-08-05 12:00:00-04:00,770.6300048828125,772.219970703125,769.9099731445312,771.8524780273438,5184830
2026-08-05 13:00:00-04:00,771.8900146484375,772.1599731445312,771.010009765625,771.5549926757812,2863212
2026-08-05 14:00:00-04:00,771.5599975585938,772.25,771.2000122070312,771.3909912109375,4102004
2026-08-05 15:00:00-04:00,771.4000244140625,771.989013671875,769.510009765625,769.739990234375,8280491
2026-08-06 09:00:00-04:00,770.2100219726562,771.5250244140625,769.0576171875,770.9199829101562,3824044
2026-08-06 10:00:00-04:00,770.9500122070312,771.8200073242188,769.530029296875,770.9849853515625,4055246
2026-08-06 11:00:00-04:00,771.0,771.2100219726562,767.9500122070312,768.125,5076398
2026-08-06 12:00:00-04:00,768.1599731445312,769.0399780273438,767.4600219726562,768.9600219726562,4522240
2026-08-06 13:00:00-04:00,768.989990234375,769.1799926757812,767.719970703125,768.6303100585938,3124051
2026-08-06 14:00:00-04:00,768.6500244140625,769.72998046875,768.4500122070312,768.9600219726562,3680370
2026-08-06 15:00:00-04:00,768.969970703125,769.7899780273438,767.7000122070312,768.530029296875,8754115
2026-08-07 09:00:00-04:00,771.02001953125,772.3699951171875,770.4600219726562,771.040283203125,5258011
2026-08-07 10:00:00-04:00,771.0700073242188,773.3499755859375,769.6199951171875,772.8800048828125,4959465
2026-08-07 11:00:00-04:00,772.8800048828125,773.9149780273438,772.3699951171875,773.030029296875,4665799
2026-08-07 12:00:00-04:00,773.0399780273438,773.3800048828125,771.0615234375,771.9650268554688,4891845
2026-08-07 13:00:00-04:00,771.9600830078125,772.4600219726562,771.72998046875,772.1699829101562,2045117
2026-08-07 14:00:00-04:00,772.1649780273438,772.2849731445312,770.8900146484375,771.7100219726562,3791949
2026-08-07 15:00:00-04:00,771.6799926757812,773.8300170898438,771.6599731445312,773.1199951171875,9467368
2026-08-10 09:00:00-04:00,772.5999755859375,773.6300048828125,772.5,773.468994140625,4028410
2026-08-10 10:00:00-04:00,773.4199829101562,775.0499877929688,773.3900146484375,773.5150146484375,6658560
2026-08-10 11:00:00-04:00,773.510009765625,774.4099731445312,773.1599731445312,774.3099975585938,3344117
2026-08-10 12:00:00-04:00,774.3400268554688,774.4349975585938,771.6199951171875,772.9500122070312,3859082
